Step  494: PC=44  | ADD $t2, $t0, $t1                   | SP=53 t0=2   t1=1   t2=2   ra=86 
Step  495: PC=45  | STORE $t2, 52($zero)                | SP=53 t0=2   t1=1   t2=3   ra=86 
Step  496: PC=46  | JUMP 21  # (offset=-26)             | SP=53 t0=2   t1=1   t2=3   ra=86 
Step  497: PC=21  | LOAD $t0, 52($zero)                 | SP=53 t0=2   t1=1   t2=3   ra=86 
Step  498: PC=22  | LOAD $t1, 48($zero)                 | SP=53 t0=3   t1=1   t2=3   ra=86 
Step  499: PC=23  | BGE $t0, $t1, 47  # (offset=23)     | SP=53 t0=3   t1=10  t2=3   ra=86 
Step  500: PC=24  | LOAD $t0, 52($zero)                 | SP=53 t0=3   t1=10  t2=3   ra=86 
Step  501: PC=25  | ADD $at, $t0, $t0                   | SP=53 t0=3   t1=10  t2=3   ra=86 
Step  502: PC=26  | ADD $at, $at, $at                   | SP=53 t0=3   t1=10  t2=3   ra=86 
Step  503: PC=27  | LOAD $t1, 40($zero)                 | SP=53 t0=3   t1=10  t2=3   ra=86 
Step  504: PC=28  | ADD $t1, $t1, $at                   | SP=53 t0=3   t1=0   t2=3   ra=86 
Step  505: PC=29  | LOAD $t1, 0($t1)                    | SP=53 t0=3   t1=12  t2=3   ra=86 
Step  506: PC=30  | LOAD $t0, 56($zero)                 | SP=53 t0=3   t1=1   t2=3   ra=86 
Step  507: PC=31  | BGE $t1, $t0, 42  # (offset=10)     | SP=53 t0=2   t1=1   t2=3   ra=86 
Step  508: PC=32  | LOAD $t0, 52($zero)                 | SP=53 t0=2   t1=1   t2=3   ra=86 
Step  509: PC=33  | ADD $at, $t0, $t0                   | SP=53 t0=3   t1=1   t2=3   ra=86 
Step  510: PC=34  | ADD $at, $at, $at                   | SP=53 t0=3   t1=1   t2=3   ra=86 
Step  511: PC=35  | LOAD $t1, 40($zero)                 | SP=53 t0=3   t1=1   t2=3   ra=86 
Step  512: PC=36  | ADD $t1, $t1, $at                   | SP=53 t0=3   t1=0   t2=3   ra=86 
Step  513: PC=37  | LOAD $t1, 0($t1)                    | SP=53 t0=3   t1=12  t2=3   ra=86 
Step  514: PC=38  | STORE $t1, 56($zero)                | SP=53 t0=3   t1=1   t2=3   ra=86 
Step  515: PC=39  | LOAD $t0, 52($zero)                 | SP=53 t0=3   t1=1   t2=3   ra=86 
Step  516: PC=40  | STORE $t0, 60($zero)                | SP=53 t0=3   t1=1   t2=3   ra=86 
Step  517: PC=41  | JUMP 42  # (offset=0)               | SP=53 t0=3   t1=1   t2=3   ra=86 
Step  518: PC=42  | LOAD $t0, 52($zero)                 | SP=53 t0=3   t1=1   t2=3   ra=86 
Step  519: PC=43  | ADDI $t1, $zero, 1                  | SP=53 t0=3   t1=1   t2=3   ra=86 
Step  520: PC=44  | ADD $t2, $t0, $t1                   | SP=53 t0=3   t1=1   t2=3   ra=86 
Step  521: PC=45  | STORE $t2, 52($zero)                | SP=53 t0=3   t1=1   t2=4   ra=86 
Step  522: PC=46  | JUMP 21  # (offset=-26)             | SP=53 t0=3   t1=1   t2=4   ra=86 
Step  523: PC=21  | LOAD $t0, 52($zero)                 | SP=53 t0=3   t1=1   t2=4   ra=86 
Step  524: PC=22  | LOAD $t1, 48($zero)                 | SP=53 t0=4   t1=1   t2=4   ra=86 
Step  525: PC=23  | BGE $t0, $t1, 47  # (offset=23)     | SP=53 t0=4   t1=10  t2=4   ra=86 
Step  526: PC=24  | LOAD $t0, 52($zero)                 | SP=53 t0=4   t1=10  t2=4   ra=86 
Step  527: PC=25  | ADD $at, $t0, $t0                   | SP=53 t0=4   t1=10  t2=4   ra=86 
Step  528: PC=26  | ADD $at, $at, $at                   | SP=53 t0=4   t1=10  t2=4   ra=86 
Step  529: PC=27  | LOAD $t1, 40($zero)                 | SP=53 t0=4   t1=10  t2=4   ra=86 
Step  530: PC=28  | ADD $t1, $t1, $at                   | SP=53 t0=4   t1=0   t2=4   ra=86 
Step  531: PC=29  | LOAD $t1, 0($t1)                    | SP=53 t0=4   t1=16  t2=4   ra=86 
Step  532: PC=30  | LOAD $t0, 56($zero)                 | SP=53 t0=4   t1=8   t2=4   ra=86 
Step  533: PC=31  | BGE $t1, $t0, 42  # (offset=10)     | SP=53 t0=1   t1=8   t2=4   ra=86 
Step  534: PC=42  | LOAD $t0, 52($zero)                 | SP=53 t0=1   t1=8   t2=4   ra=86 
Step  535: PC=43  | ADDI $t1, $zero, 1                  | SP=53 t0=4   t1=8   t2=4   ra=86 
Step  536: PC=44  | ADD $t2, $t0, $t1                   | SP=53 t0=4   t1=1   t2=4   ra=86 
Step  537: PC=45  | STORE $t2, 52($zero)                | SP=53 t0=4   t1=1   t2=5   ra=86 
Step  538: PC=46  | JUMP 21  # (offset=-26)             | SP=53 t0=4   t1=1   t2=5   ra=86 
Step  539: PC=21  | LOAD $t0, 52($zero)                 | SP=53 t0=4   t1=1   t2=5   ra=86 
Step  540: PC=22  | LOAD $t1, 48($zero)                 | SP=53 t0=5   t1=1   t2=5   ra=86 
Step  541: PC=23  | BGE $t0, $t1, 47  # (offset=23)     | SP=53 t0=5   t1=10  t2=5   ra=86 
Step  542: PC=24  | LOAD $t0, 52($zero)                 | SP=53 t0=5   t1=10  t2=5   ra=86 
Step  543: PC=25  | ADD $at, $t0, $t0                   | SP=53 t0=5   t1=10  t2=5   ra=86 
Step  544: PC=26  | ADD $at, $at, $at                   | SP=53 t0=5   t1=10  t2=5   ra=86 
Step  545: PC=27  | LOAD $t1, 40($zero)                 | SP=53 t0=5   t1=10  t2=5   ra=86 
Step  546: PC=28  | ADD $t1, $t1, $at                   | SP=53 t0=5   t1=0   t2=5   ra=86 
Step  547: PC=29  | LOAD $t1, 0($t1)                    | SP=53 t0=5   t1=20  t2=5   ra=86 
Step  548: PC=30  | LOAD $t0, 56($zero)                 | SP=53 t0=5   t1=3   t2=5   ra=86 
Step  549: PC=31  | BGE $t1, $t0, 42  # (offset=10)     | SP=53 t0=1   t1=3   t2=5   ra=86 
Step  550: PC=42  | LOAD $t0, 52($zero)                 | SP=53 t0=1   t1=3   t2=5   ra=86 
Step  551: PC=43  | ADDI $t1, $zero, 1                  | SP=53 t0=5   t1=3   t2=5   ra=86 
Step  552: PC=44  | ADD $t2, $t0, $t1                   | SP=53 t0=5   t1=1   t2=5   ra=86 
Step  553: PC=45  | STORE $t2, 52($zero)                | SP=53 t0=5   t1=1   t2=6   ra=86 
Step  554: PC=46  | JUMP 21  # (offset=-26)             | SP=53 t0=5   t1=1   t2=6   ra=86 
Step  555: PC=21  | LOAD $t0, 52($zero)                 | SP=53 t0=5   t1=1   t2=6   ra=86 
Step  556: PC=22  | LOAD $t1, 48($zero)                 | SP=53 t0=6   t1=1   t2=6   ra=86 
Step  557: PC=23  | BGE $t0, $t1, 47  # (offset=23)     | SP=53 t0=6   t1=10  t2=6   ra=86 
Step  558: PC=24  | LOAD $t0, 52($zero)                 | SP=53 t0=6   t1=10  t2=6   ra=86 
Step  559: PC=25  | ADD $at, $t0, $t0                   | SP=53 t0=6   t1=10  t2=6   ra=86 
Step  560: PC=26  | ADD $at, $at, $at                   | SP=53 t0=6   t1=10  t2=6   ra=86 
Step  561: PC=27  | LOAD $t1, 40($zero)                 | SP=53 t0=6   t1=10  t2=6   ra=86 
Step  562: PC=28  | ADD $t1, $t1, $at                   | SP=53 t0=6   t1=0   t2=6   ra=86 
Step  563: PC=29  | LOAD $t1, 0($t1)                    | SP=53 t0=6   t1=24  t2=6   ra=86 
Step  564: PC=30  | LOAD $t0, 56($zero)                 | SP=53 t0=6   t1=5   t2=6   ra=86 
Step  565: PC=31  | BGE $t1, $t0, 42  # (offset=10)     | SP=53 t0=1   t1=5   t2=6   ra=86 
Step  566: PC=42  | LOAD $t0, 52($zero)                 | SP=53 t0=1   t1=5   t2=6   ra=86 
Step  567: PC=43  | ADDI $t1, $zero, 1                  | SP=53 t0=6   t1=5   t2=6   ra=86 
Step  568: PC=44  | ADD $t2, $t0, $t1                   | SP=53 t0=6   t1=1   t2=6   ra=86 
Step  569: PC=45  | STORE $t2, 52($zero)                | SP=53 t0=6   t1=1   t2=7   ra=86 
Step  570: PC=46  | JUMP 21  # (offset=-26)             | SP=53 t0=6   t1=1   t2=7   ra=86 
Step  571: PC=21  | LOAD $t0, 52($zero)                 | SP=53 t0=6   t1=1   t2=7   ra=86 
Step  572: PC=22  | LOAD $t1, 48($zero)                 | SP=53 t0=7   t1=1   t2=7   ra=86 
Step  573: PC=23  | BGE $t0, $t1, 47  # (offset=23)     | SP=53 t0=7   t1=10  t2=7   ra=86 
Step  574: PC=24  | LOAD $t0, 52($zero)                 | SP=53 t0=7   t1=10  t2=7   ra=86 
Step  575: PC=25  | ADD $at, $t0, $t0                   | SP=53 t0=7   t1=10  t2=7   ra=86 
Step  576: PC=26  | ADD $at, $at, $at                   | SP=53 t0=7   t1=10  t2=7   ra=86 
Step  577: PC=27  | LOAD $t1, 40($zero)                 | SP=53 t0=7   t1=10  t2=7   ra=86 
Step  578: PC=28  | ADD $t1, $t1, $at                   | SP=53 t0=7   t1=0   t2=7   ra=86 
Step  579: PC=29  | LOAD $t1, 0($t1)                    | SP=53 t0=7   t1=28  t2=7   ra=86 
Step  580: PC=30  | LOAD $t0, 56($zero)                 | SP=53 t0=7   t1=9   t2=7   ra=86 
Step  581: PC=31  | BGE $t1, $t0, 42  # (offset=10)     | SP=53 t0=1   t1=9   t2=7   ra=86 
Step  582: PC=42  | LOAD $t0, 52($zero)                 | SP=53 t0=1   t1=9   t2=7   ra=86 
Step  583: PC=43  | ADDI $t1, $zero, 1                  | SP=53 t0=7   t1=9   t2=7   ra=86 
Step  584: PC=44  | ADD $t2, $t0, $t1                   | SP=53 t0=7   t1=1   t2=7   ra=86 
Step  585: PC=45  | STORE $t2, 52($zero)                | SP=53 t0=7   t1=1   t2=8   ra=86 
Step  586: PC=46  | JUMP 21  # (offset=-26)             | SP=53 t0=7   t1=1   t2=8   ra=86 
Step  587: PC=21  | LOAD $t0, 52($zero)                 | SP=53 t0=7   t1=1   t2=8   ra=86 
Step  588: PC=22  | LOAD $t1, 48($zero)                 | SP=53 t0=8   t1=1   t2=8   ra=86 
Step  589: PC=23  | BGE $t0, $t1, 47  # (offset=23)     | SP=53 t0=8   t1=10  t2=8   ra=86 
Step  590: PC=24  | LOAD $t0, 52($zero)                 | SP=53 t0=8   t1=10  t2=8   ra=86 
Step  591: PC=25  | ADD $at, $t0, $t0                   | SP=53 t0=8   t1=10  t2=8   ra=86 
Step  592: PC=26  | ADD $at, $at, $at                   | SP=53 t0=8   t1=10  t2=8   ra=86 
Step  593: PC=27  | LOAD $t1, 40($zero)                 | SP=53 t0=8   t1=10  t2=8   ra=86 
Step  594: PC=28  | ADD $t1, $t1, $at                   | SP=53 t0=8   t1=0   t2=8   ra=86 
Step  595: PC=29  | LOAD $t1, 0($t1)                    | SP=53 t0=8   t1=32  t2=8   ra=86 
Step  596: PC=30  | LOAD $t0, 56($zero)                 | SP=53 t0=8   t1=4   t2=8   ra=86 
Step  597: PC=31  | BGE $t1, $t0, 42  # (offset=10)     | SP=53 t0=1   t1=4   t2=8   ra=86 
Step  598: PC=42  | LOAD $t0, 52($zero)                 | SP=53 t0=1   t1=4   t2=8   ra=86 
Step  599: PC=43  | ADDI $t1, $zero, 1                  | SP=53 t0=8   t1=4   t2=8   ra=86 
Step  600: PC=44  | ADD $t2, $t0, $t1                   | SP=53 t0=8   t1=1   t2=8   ra=86 
Step  601: PC=45  | STORE $t2, 52($zero)                | SP=53 t0=8   t1=1   t2=9   ra=86 
Step  602: PC=46  | JUMP 21  # (offset=-26)             | SP=53 t0=8   t1=1   t2=9   ra=86 
Step  603: PC=21  | LOAD $t0, 52($zero)                 | SP=53 t0=8   t1=1   t2=9   ra=86 
Step  604: PC=22  | LOAD $t1, 48($zero)                 | SP=53 t0=9   t1=1   t2=9   ra=86 
Step  605: PC=23  | BGE $t0, $t1, 47  # (offset=23)     | SP=53 t0=9   t1=10  t2=9   ra=86 
Step  606: PC=24  | LOAD $t0, 52($zero)                 | SP=53 t0=9   t1=10  t2=9   ra=86 
Step  607: PC=25  | ADD $at, $t0, $t0                   | SP=53 t0=9   t1=10  t2=9   ra=86 
Step  608: PC=26  | ADD $at, $at, $at                   | SP=53 t0=9   t1=10  t2=9   ra=86 
Step  609: PC=27  | LOAD $t1, 40($zero)                 | SP=53 t0=9   t1=10  t2=9   ra=86 
Step  610: PC=28  | ADD $t1, $t1, $at                   | SP=53 t0=9   t1=0   t2=9   ra=86 
Step  611: PC=29  | LOAD $t1, 0($t1)                    | SP=53 t0=9   t1=36  t2=9   ra=86 
Step  612: PC=30  | LOAD $t0, 56($zero)                 | SP=53 t0=9   t1=6   t2=9   ra=86 
Step  613: PC=31  | BGE $t1, $t0, 42  # (offset=10)     | SP=53 t0=1   t1=6   t2=9   ra=86 
Step  614: PC=42  | LOAD $t0, 52($zero)                 | SP=53 t0=1   t1=6   t2=9   ra=86 
Step  615: PC=43  | ADDI $t1, $zero, 1                  | SP=53 t0=9   t1=6   t2=9   ra=86 
Step  616: PC=44  | ADD $t2, $t0, $t1                   | SP=53 t0=9   t1=1   t2=9   ra=86 
Step  617: PC=45  | STORE $t2, 52($zero)                | SP=53 t0=9   t1=1   t2=10  ra=86 
Step  618: PC=46  | JUMP 21  # (offset=-26)             | SP=53 t0=9   t1=1   t2=10  ra=86 
Step  619: PC=21  | LOAD $t0, 52($zero)                 | SP=53 t0=9   t1=1   t2=10  ra=86 
Step  620: PC=22  | LOAD $t1, 48($zero)                 | SP=53 t0=10  t1=1   t2=10  ra=86 
Step  621: PC=23  | BGE $t0, $t1, 47  # (offset=23)     | SP=53 t0=10  t1=10  t2=10  ra=86 
Step  622: PC=47  | LOAD $t0, 60($zero)                 | SP=53 t0=10  t1=10  t2=10  ra=86 
Step  623: PC=48  | LOAD_STACK $ra                      | SP=53 t0=3   t1=10  t2=10  ra=86 
Step  624: PC=49  | STORE_STACK $t0                     | SP=54 t0=3   t1=10  t2=10  ra=86 
Step  625: PC=50  | JR $ra                              | SP=53 t0=3   t1=10  t2=10  ra=86 
Step  626: PC=86  | LOAD_STACK $t0                      | SP=53 t0=3   t1=10  t2=10  ra=86 
Step  627: PC=87  | LOAD_STACK $at                      | SP=54 t0=3   t1=10  t2=10  ra=86 
Step  628: PC=88  | STORE $at, 84($zero)                | SP=55 t0=3   t1=10  t2=10  ra=86 
Step  629: PC=89  | LOAD_STACK $at                      | SP=55 t0=3   t1=10  t2=10  ra=86 
Step  630: PC=90  | STORE $at, 80($zero)                | SP=56 t0=3   t1=10  t2=10  ra=86 
Step  631: PC=91  | LOAD_STACK $at                      | SP=56 t0=3   t1=10  t2=10  ra=86 
Step  632: PC=92  | STORE $at, 76($zero)                | SP=57 t0=3   t1=10  t2=10  ra=86 
Step  633: PC=93  | LOAD_STACK $at                      | SP=57 t0=3   t1=10  t2=10  ra=86 
Step  634: PC=94  | STORE $at, 72($zero)                | SP=58 t0=3   t1=10  t2=10  ra=86 
Step  635: PC=95  | LOAD_STACK $at                      | SP=58 t0=3   t1=10  t2=10  ra=86 
Step  636: PC=96  | STORE $at, 68($zero)                | SP=59 t0=3   t1=10  t2=10  ra=86 
Step  637: PC=97  | LOAD_STACK $at                      | SP=59 t0=3   t1=10  t2=10  ra=86 
Step  638: PC=98  | STORE $at, 64($zero)                | SP=60 t0=3   t1=10  t2=10  ra=86 
Step  639: PC=99  | STORE $t0, 80($zero)                | SP=60 t0=3   t1=10  t2=10  ra=86 
Step  640: PC=100 | LOAD $t0, 80($zero)                 | SP=60 t0=3   t1=10  t2=10  ra=86 
Step  641: PC=101 | ADD $at, $t0, $t0                   | SP=60 t0=3   t1=10  t2=10  ra=86 
Step  642: PC=102 | ADD $at, $at, $at                   | SP=60 t0=3   t1=10  t2=10  ra=86 
Step  643: PC=103 | LOAD $t1, 64($zero)                 | SP=60 t0=3   t1=10  t2=10  ra=86 
Step  644: PC=104 | ADD $t1, $t1, $at                   | SP=60 t0=3   t1=0   t2=10  ra=86 
Step  645: PC=105 | LOAD $t1, 0($t1)                    | SP=60 t0=3   t1=12  t2=10  ra=86 
Step  646: PC=106 | STORE $t1, 84($zero)                | SP=60 t0=3   t1=1   t2=10  ra=86 
Step  647: PC=107 | LOAD $t0, 76($zero)                 | SP=60 t0=3   t1=1   t2=10  ra=86 
Step  648: PC=108 | ADD $at, $t0, $t0                   | SP=60 t0=1   t1=1   t2=10  ra=86 
Step  649: PC=109 | ADD $at, $at, $at                   | SP=60 t0=1   t1=1   t2=10  ra=86 
Step  650: PC=110 | LOAD $t1, 64($zero)                 | SP=60 t0=1   t1=1   t2=10  ra=86 
Step  651: PC=111 | ADD $t1, $t1, $at                   | SP=60 t0=1   t1=0   t2=10  ra=86 
Step  652: PC=112 | LOAD $t1, 0($t1)                    | SP=60 t0=1   t1=4   t2=10  ra=86 
Step  653: PC=113 | LOAD $t0, 80($zero)                 | SP=60 t0=1   t1=2   t2=10  ra=86 
Step  654: PC=114 | LOAD $at, 64($zero)                 | SP=60 t0=3   t1=2   t2=10  ra=86 
Step  655: PC=115 | ADD $at, $at, $t0                   | SP=60 t0=3   t1=2   t2=10  ra=86 
Step  656: PC=116 | ADD $at, $at, $t0                   | SP=60 t0=3   t1=2   t2=10  ra=86 
Step  657: PC=117 | ADD $at, $at, $t0                   | SP=60 t0=3   t1=2   t2=10  ra=86 
Step  658: PC=118 | ADD $at, $at, $t0                   | SP=60 t0=3   t1=2   t2=10  ra=86 
Step  659: PC=119 | STORE $t1, 0($at)                   | SP=60 t0=3   t1=2   t2=10  ra=86 
Step  660: PC=120 | LOAD $t0, 84($zero)                 | SP=60 t0=3   t1=2   t2=10  ra=86 
Step  661: PC=121 | LOAD $t1, 76($zero)                 | SP=60 t0=1   t1=2   t2=10  ra=86 
Step  662: PC=122 | LOAD $at, 64($zero)                 | SP=60 t0=1   t1=1   t2=10  ra=86 
Step  663: PC=123 | ADD $at, $at, $t1                   | SP=60 t0=1   t1=1   t2=10  ra=86 
Step  664: PC=124 | ADD $at, $at, $t1                   | SP=60 t0=1   t1=1   t2=10  ra=86 
Step  665: PC=125 | ADD $at, $at, $t1                   | SP=60 t0=1   t1=1   t2=10  ra=86 
Step  666: PC=126 | ADD $at, $at, $t1                   | SP=60 t0=1   t1=1   t2=10  ra=86 
Step  667: PC=127 | STORE $t0, 0($at)                   | SP=60 t0=1   t1=1   t2=10  ra=86 
Step  668: PC=128 | LOAD $t0, 76($zero)                 | SP=60 t0=1   t1=1   t2=10  ra=86 
Step  669: PC=129 | ADDI $t1, $zero, 1                  | SP=60 t0=1   t1=1   t2=10  ra=86 
Step  670: PC=130 | ADD $t2, $t0, $t1                   | SP=60 t0=1   t1=1   t2=10  ra=86 
Step  671: PC=131 | STORE $t2, 76($zero)                | SP=60 t0=1   t1=1   t2=2   ra=86 
Step  672: PC=132 | JUMP 62  # (offset=-71)             | SP=60 t0=1   t1=1   t2=2   ra=86 
Step  673: PC=62  | LOAD $t0, 76($zero)                 | SP=60 t0=1   t1=1   t2=2   ra=86 
Step  674: PC=63  | LOAD $t1, 72($zero)                 | SP=60 t0=2   t1=1   t2=2   ra=86 
Step  675: PC=64  | ADDI $t2, $zero, 1                  | SP=60 t0=2   t1=10  t2=2   ra=86 
Step  676: PC=65  | SUB $t3, $t1, $t2                   | SP=60 t0=2   t1=10  t2=1   ra=86 
Step  677: PC=66  | BGE $t0, $t3, 133  # (offset=66)    | SP=60 t0=2   t1=10  t2=1   ra=86 
Step  678: PC=67  | LOAD $at, 64($zero)                 | SP=60 t0=2   t1=10  t2=1   ra=86 
Step  679: PC=68  | STORE_STACK $at                     | SP=60 t0=2   t1=10  t2=1   ra=86 
Step  680: PC=69  | LOAD $at, 68($zero)                 | SP=59 t0=2   t1=10  t2=1   ra=86 
Step  681: PC=70  | STORE_STACK $at                     | SP=59 t0=2   t1=10  t2=1   ra=86 
Step  682: PC=71  | LOAD $at, 72($zero)                 | SP=58 t0=2   t1=10  t2=1   ra=86 
Step  683: PC=72  | STORE_STACK $at                     | SP=58 t0=2   t1=10  t2=1   ra=86 
Step  684: PC=73  | LOAD $at, 76($zero)                 | SP=57 t0=2   t1=10  t2=1   ra=86 
Step  685: PC=74  | STORE_STACK $at                     | SP=57 t0=2   t1=10  t2=1   ra=86 
Step  686: PC=75  | LOAD $at, 80($zero)                 | SP=56 t0=2   t1=10  t2=1   ra=86 
Step  687: PC=76  | STORE_STACK $at                     | SP=56 t0=2   t1=10  t2=1   ra=86 
Step  688: PC=77  | LOAD $at, 84($zero)                 | SP=55 t0=2   t1=10  t2=1   ra=86 
Step  689: PC=78  | STORE_STACK $at                     | SP=55 t0=2   t1=10  t2=1   ra=86 
Step  690: PC=79  | LOAD $t0, 72($zero)                 | SP=54 t0=2   t1=10  t2=1   ra=86 
Step  691: PC=80  | STORE_STACK $t0                     | SP=54 t0=10  t1=10  t2=1   ra=86 
Step  692: PC=81  | LOAD $t0, 76($zero)                 | SP=53 t0=10  t1=10  t2=1   ra=86 
Step  693: PC=82  | STORE_STACK $t0                     | SP=53 t0=2   t1=10  t2=1   ra=86 
Step  694: PC=83  | LOAD $t0, 64($zero)                 | SP=52 t0=2   t1=10  t2=1   ra=86 
Step  695: PC=84  | STORE_STACK $t0                     | SP=52 t0=0   t1=10  t2=1   ra=86 
Step  696: PC=85  | JAL $ra, 1  # (offset=-85)          | SP=51 t0=0   t1=10  t2=1   ra=86 
Step  697: PC=1   | LOAD_STACK $at                      | SP=51 t0=0   t1=10  t2=1   ra=86 
Step  698: PC=2   | STORE $at, 40($zero)                | SP=52 t0=0   t1=10  t2=1   ra=86 
Step  699: PC=3   | LOAD_STACK $at                      | SP=52 t0=0   t1=10  t2=1   ra=86 
Step  700: PC=4   | STORE $at, 44($zero)                | SP=53 t0=0   t1=10  t2=1   ra=86 
Step  701: PC=5   | LOAD_STACK $at                      | SP=53 t0=0   t1=10  t2=1   ra=86 
Step  702: PC=6   | STORE $at, 48($zero)                | SP=54 t0=0   t1=10  t2=1   ra=86 
Step  703: PC=7   | STORE_STACK $ra                     | SP=54 t0=0   t1=10  t2=1   ra=86 
Step  704: PC=8   | LOAD $t0, 44($zero)                 | SP=53 t0=0   t1=10  t2=1   ra=86 
Step  705: PC=9   | STORE $t0, 60($zero)                | SP=53 t0=2   t1=10  t2=1   ra=86 
Step  706: PC=10  | LOAD $t0, 44($zero)                 | SP=53 t0=2   t1=10  t2=1   ra=86 
Step  707: PC=11  | ADD $at, $t0, $t0                   | SP=53 t0=2   t1=10  t2=1   ra=86 
Step  708: PC=12  | ADD $at, $at, $at                   | SP=53 t0=2   t1=10  t2=1   ra=86 
Step  709: PC=13  | LOAD $t1, 40($zero)                 | SP=53 t0=2   t1=10  t2=1   ra=86 
Step  710: PC=14  | ADD $t1, $t1, $at                   | SP=53 t0=2   t1=0   t2=1   ra=86 
Step  711: PC=15  | LOAD $t1, 0($t1)                    | SP=53 t0=2   t1=8   t2=1   ra=86 
Step  712: PC=16  | STORE $t1, 56($zero)                | SP=53 t0=2   t1=7   t2=1   ra=86 
Step  713: PC=17  | LOAD $t0, 44($zero)                 | SP=53 t0=2   t1=7   t2=1   ra=86 
Step  714: PC=18  | ADDI $t1, $zero, 1                  | SP=53 t0=2   t1=7   t2=1   ra=86 
Step  715: PC=19  | ADD $t2, $t0, $t1                   | SP=53 t0=2   t1=1   t2=1   ra=86 
Step  716: PC=20  | STORE $t2, 52($zero)                | SP=53 t0=2   t1=1   t2=3   ra=86 
Step  717: PC=21  | LOAD $t0, 52($zero)                 | SP=53 t0=2   t1=1   t2=3   ra=86 
Step  718: PC=22  | LOAD $t1, 48($zero)                 | SP=53 t0=3   t1=1   t2=3   ra=86 
Step  719: PC=23  | BGE $t0, $t1, 47  # (offset=23)     | SP=53 t0=3   t1=10  t2=3   ra=86 
Step  720: PC=24  | LOAD $t0, 52($zero)                 | SP=53 t0=3   t1=10  t2=3   ra=86 
Step  721: PC=25  | ADD $at, $t0, $t0                   | SP=53 t0=3   t1=10  t2=3   ra=86 
Step  722: PC=26  | ADD $at, $at, $at                   | SP=53 t0=3   t1=10  t2=3   ra=86 
Step  723: PC=27  | LOAD $t1, 40($zero)                 | SP=53 t0=3   t1=10  t2=3   ra=86 
Step  724: PC=28  | ADD $t1, $t1, $at                   | SP=53 t0=3   t1=0   t2=3   ra=86 
Step  725: PC=29  | LOAD $t1, 0($t1)                    | SP=53 t0=3   t1=12  t2=3   ra=86 
Step  726: PC=30  | LOAD $t0, 56($zero)                 | SP=53 t0=3   t1=2   t2=3   ra=86 
Step  727: PC=31  | BGE $t1, $t0, 42  # (offset=10)     | SP=53 t0=7   t1=2   t2=3   ra=86 
Step  728: PC=32  | LOAD $t0, 52($zero)                 | SP=53 t0=7   t1=2   t2=3   ra=86 
Step  729: PC=33  | ADD $at, $t0, $t0                   | SP=53 t0=3   t1=2   t2=3   ra=86 
Step  730: PC=34  | ADD $at, $at, $at                   | SP=53 t0=3   t1=2   t2=3   ra=86 
Step  731: PC=35  | LOAD $t1, 40($zero)                 | SP=53 t0=3   t1=2   t2=3   ra=86 
Step  732: PC=36  | ADD $t1, $t1, $at                   | SP=53 t0=3   t1=0   t2=3   ra=86 
Step  733: PC=37  | LOAD $t1, 0($t1)                    | SP=53 t0=3   t1=12  t2=3   ra=86 
Step  734: PC=38  | STORE $t1, 56($zero)                | SP=53 t0=3   t1=2   t2=3   ra=86 
Step  735: PC=39  | LOAD $t0, 52($zero)                 | SP=53 t0=3   t1=2   t2=3   ra=86 
Step  736: PC=40  | STORE $t0, 60($zero)                | SP=53 t0=3   t1=2   t2=3   ra=86 
Step  737: PC=41  | JUMP 42  # (offset=0)               | SP=53 t0=3   t1=2   t2=3   ra=86 
Step  738: PC=42  | LOAD $t0, 52($zero)                 | SP=53 t0=3   t1=2   t2=3   ra=86 
Step  739: PC=43  | ADDI $t1, $zero, 1                  | SP=53 t0=3   t1=2   t2=3   ra=86 
Step  740: PC=44  | ADD $t2, $t0, $t1                   | SP=53 t0=3   t1=1   t2=3   ra=86 
Step  741: PC=45  | STORE $t2, 52($zero)                | SP=53 t0=3   t1=1   t2=4   ra=86 
Step  742: PC=46  | JUMP 21  # (offset=-26)             | SP=53 t0=3   t1=1   t2=4   ra=86 
Step  743: PC=21  | LOAD $t0, 52($zero)                 | SP=53 t0=3   t1=1   t2=4   ra=86 
Step  744: PC=22  | LOAD $t1, 48($zero)                 | SP=53 t0=4   t1=1   t2=4   ra=86 
Step  745: PC=23  | BGE $t0, $t1, 47  # (offset=23)     | SP=53 t0=4   t1=10  t2=4   ra=86 
Step  746: PC=24  | LOAD $t0, 52($zero)                 | SP=53 t0=4   t1=10  t2=4   ra=86 
Step  747: PC=25  | ADD $at, $t0, $t0                   | SP=53 t0=4   t1=10  t2=4   ra=86 
Step  748: PC=26  | ADD $at, $at, $at                   | SP=53 t0=4   t1=10  t2=4   ra=86 
Step  749: PC=27  | LOAD $t1, 40($zero)                 | SP=53 t0=4   t1=10  t2=4   ra=86 
Step  750: PC=28  | ADD $t1, $t1, $at                   | SP=53 t0=4   t1=0   t2=4   ra=86 
Step  751: PC=29  | LOAD $t1, 0($t1)                    | SP=53 t0=4   t1=16  t2=4   ra=86 
Step  752: PC=30  | LOAD $t0, 56($zero)                 | SP=53 t0=4   t1=8   t2=4   ra=86 
Step  753: PC=31  | BGE $t1, $t0, 42  # (offset=10)     | SP=53 t0=2   t1=8   t2=4   ra=86 
Step  754: PC=42  | LOAD $t0, 52($zero)                 | SP=53 t0=2   t1=8   t2=4   ra=86 
